Grundbuchamt/ Ort ;Anlage;Kaufpreis;Seite;Verkäufer:;Grundbuchblatt;Bezirk ;Eigentümer ;Rechtsnachfolger ;Ifd. Nummer ;Gemarkung;Flur ;Flurstück;Katastergröße (m^2);ca. Verkaufsgröße (m^2);WE - Nr.;SU - Nr.;falls zutreffend: Anteil;Bodenrichtwert 2024 (€/m^2);unknown_value;Bodenrichtwert 2016 ;Amnmerkungen Bodenrichtwert 2016 ;Grundstückspreise auf basis Bodenrichtwerte 2016;Adressen;comment;Nutzung laut Thelen ;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;72;ThyssenKrupp AG;1573;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;1;Haarzopf;3;397;302;nicht genannt;93904;1304;nicht erkennbar;460;138.920,00;340;;102.680,00;Auf'm Gartenstück 52, 45149 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;72;ThyssenKrupp AG;1574;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;1;Haarzopf;3;398;475;nicht genannt;93904;1298;nicht erkennbar;460;218.500,00;340;;161.500,00;Auf'm Gartenstück 50, 45149 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;73;ThyssenKrupp AG;1576;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Haarzopf;3;400;321;nicht genannt;93904;1297;nicht zutreffend ;460;147.660,00;340;;109.140,00;Auf'm Gartenstück 46, 45149 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;73;ThyssenKrupp AG;1577;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Haarzopf;3;401;324;nicht genannt;93904;1296;nicht zutreffend ;460;149.040,00;340;;110.160,00;Auf'm Gartenstück 44, 45149 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;73;ThyssenKrupp AG;1579;Haarzopf;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;nicht erkennbar;Haarzopf;3;405;318;nicht genannt;93904;1292;nicht zutreffend ;460;146.280,00;340;;108.120,00;Auf'm Gartenstück 60, 45149 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;74;ThyssenKrupp AG;1581;Haarzopf;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;1;Haarzopf;3;407;320;nicht genannt;93904;1293;nicht erkennbar;460;147.200,00;340;;108.800,00;Auf'm Gartenstück 64, 45149 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;74;ThyssenKrupp AG;1583;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;1;Haarzopf;3;409;474;nicht genannt;93904;1299;nicht erkennbar;460;218.040,00;340;;161.160,00;Auf'm Gartenstück 68, 45149 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;74;ThyssenKrupp AG;1584;Haarzopf;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;1;Haarzopf;3;410;318;nicht genannt;93904;1294;nicht erkennbar;460;146.280,00;340;;108.120,00;Auf'm Gartenstück 70, 45149 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;75;ThyssenKrupp AG;1586;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Haarzopf;3;412;629;nicht genannt;93904;1305;nicht zutreffend ;460;289.340,00;340;;213.860,00;Auf'm Gartenstück 74, 45149 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;75;ThyssenKrupp AG;1596;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Haarzopf;3;436;503;nicht genannt;93904;1114;nicht zutreffend ;460;231.380,00;340;;171.020,00;Harscheidweg 39A, 45149 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;75;ThyssenKrupp AG;1597;Haarzopf;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;nicht erkennbar;Haarzopf;3;439;444;nicht genannt;93904;1287;nicht zutreffend ;460;204.240,00;340;;150.960,00;Auf'm Gartenstück 24, 45149 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;76;ThyssenKrupp AG;1599;Haarzopf;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;1;Haarzopf;3;437;510;nicht genannt;93904;1291;nicht erkennbar;460;234.600,00;340;;173.400,00;Auf'm Gartenstück 58, 45149 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;76;ThyssenKrupp AG;2575;Haarzopf;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;1;Haarzopf;2;756;16;nicht genannt;93904;1301;nicht erkennbar;430;6.880,00;310;;4.960,00;CX84+XCX Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;76;ThyssenKrupp AG;2575;Haarzopf;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;2;Haarzopf;2;757;195;nicht genannt;93904;1301;nicht erkennbar;430;83.850,00;310;;60.450,00;Gockelweg 5, 45149 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;76;ThyssenKrupp AG;2585;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;1;Haarzopf;2;744;163;nicht genannt;93904;1300;nicht erkennbar;430;70.090,00;310;;50.530,00;CX94+37J Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;77;ThyssenKrupp AG;2587;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Haarzopf;2;752;156;nicht genannt;93904;1301;1.6;430;67.080,00;310;;48.360,00;CX94+2CG Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;77;ThyssenKrupp AG;2589;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Haarzopf;2;760;244;nicht genannt;93904;1301;1.5;350;85.400,00;;Für diese Fläche ist kein BRW ermittelt worden;0,00;CX84+XF9 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;77;ThyssenKrupp AG;2591;Haarzopf;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Haarzopf;2;761;180;nicht genannt;93904;1300;1.6;350;63.000,00;;Für diese Fläche ist kein BRW ermittelt worden;0,00;CX94+289 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;78;ThyssenKrupp AG;1224;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;48;Heidhausen;3;150;955;nicht genannt;93919;nicht erkennbar;nicht erkennbar;630;601.650,00;420;;401.100,00;Grüne Harfe 34, 45239 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;78;ThyssenKrupp AG;1224;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;50;Heidhausen;20;168;64.712;nicht genannt;93615;nicht erkennbar;nicht erkennbar;0,7;45.298,40;1,8;;116.481,60;9284+2F6 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;78;ThyssenKrupp AG;1224;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;53;Heidhausen;11;342;21.852;nicht genannt;93611;nicht erkennbar;nicht erkennbar;0,7;15.296,40;1,8;;39.333,60;9298+PX5 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;78;ThyssenKrupp AG;2101;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;1;Heidhausen;20;102;288;nicht genannt;93933;nicht erkennbar;nicht erkennbar;0,7;201,60;1,8;;518,40;9286+5RQ Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;78;ThyssenKrupp AG;2101;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;2;Heidhausen;20;167;37.588;nicht genannt;93933;nicht erkennbar;nicht erkennbar;0,7;26.311,60;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;Am Korstick 22-26, 45239 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;78;ThyssenKrupp AG;2427;Heidhausen;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;1;Heidhausen;3;28;1.075;nicht genannt;93919;nicht erkennbar;nicht erkennbar;630;677.250,00;420;;451.500,00;Grüne Harfe 46, 45239 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;79;ThyssenKrupp AG;357;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;20;199;64.498;nicht genannt;93615;693;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;79;ThyssenKrupp AG;3855;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;3;142;0;nicht genannt;93928;980;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;79;ThyssenKrupp AG;3855;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;3;183;7.426;nicht genannt;93928;980;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;79;ThyssenKrupp AG;3855;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;26;69;51.619;nicht genannt;93928;980;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;79;ThyssenKrupp AG;3855;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;4;145;15.734;nicht genannt;93928;980;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;79;ThyssenKrupp AG;3855;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;26;74;129;nicht genannt;93535;649;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;79;ThyssenKrupp AG;3855;Heidhausen;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;26;76;1.857;nicht genannt;93535;649;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;80;ThyssenKrupp AG;3857;Holsterhausen;ThyssenKrupp AG;ThyssenKrupp AG;20;Holsterhausen;4;157;6.881;nicht genannt;93536;650;nicht erkennbar;125;860.125,00;110;;756.910,00;Münchener Str. 90, 45145 Essen;;Entwicklungsflächen Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;80;ThyssenKrupp AG;5909;Holsterhausen;ThyssenKrupp AG;ThyssenKrupp AG;12;Holsterhausen;26;66;1.172;nicht genannt;93534;648;nicht erkennbar;125;146.500,00;110;;128.920,00;Münchener Str. 129, 45145 Essen;;Industrie- und Produktionsflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;80;ThyssenKrupp AG;5909;Holsterhausen;ThyssenKrupp AG;ThyssenKrupp AG;22;Holsterhausen;4;158;6.045;nicht genannt;93533;647;nicht erkennbar;125;755.625,00;110;;664.950,00;Münchener Str. 90, 45145 Essen;;Entwicklungsflächen Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;80;ThyssenKrupp AG;5909;Holsterhausen;ThyssenKrupp AG;ThyssenKrupp AG;24;Holsterhausen;4;160;14.195;nicht genannt;93539;652;nicht erkennbar;125;1.774.375,00;110;;1.561.450,00;Bunsenstraße 31A, 45145 Essen;;Industrie- und Produktionsflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;80;ThyssenKrupp AG;3624;Rüttenscheid;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;126;Heide;15;189;19.406;nicht genannt;93619;703;nicht erkennbar;0,7;13.584,20;1,3;;25.227,80;C2F6+P89 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
nicht lesbar ;Anlage 1.1.1(a)(i);500.000,00;81;ThyssenKrupp AG;3627;nicht erkenbar;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;1;29;35;nicht genannt;93617;702;nicht zutreffend ;;0,00;;;0,00;;;;;;
nicht lesbar ;Anlage 1.1.1(a)(i);500.000,00;81;ThyssenKrupp AG;4027;nicht erkenbar;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;42;174;435;nicht genannt;93564;1003;nicht zutreffend ;;0,00;;;0,00;;;;;;
nicht lesbar ;Anlage 1.1.1(a)(i);500.000,00;81;ThyssenKrupp AG;127;nicht erkenbar;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;1213;21;5.000;nicht genannt;93919;973;nicht zutreffend ;;0,00;;;0,00;;;;;;
nicht lesbar ;Anlage 1.1.1(a)(i);500.000,00;81;ThyssenKrupp AG;127;nicht erkenbar;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;13;80;1.055;nicht genannt;93559;663;nicht zutreffend ;;0,00;;;0,00;;;;;;
nicht lesbar ;Anlage 1.1.1(a)(i);500.000,00;81;ThyssenKrupp AG;127;nicht erkenbar;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;14;47;9.174;nicht genannt;93559;664;nicht zutreffend ;;0,00;;;0,00;;;;;;
nicht lesbar ;Anlage 1.1.1(a)(i);500.000,00;81;ThyssenKrupp AG;127;nicht erkenbar;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;nicht erkennbar;13;219;47.196;nicht genannt;93559;664;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;82;ThyssenKrupp AG;334;Schuir;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar ;Schuir;4;17;863;nicht genannt;93559;666;nicht erkennbar;0,7;604,10;1,8;;1.553,40;9XWF+PPX Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;82;ThyssenKrupp AG;334;Schuir;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar ;Schuir;7;32;4;nicht genannt;93559;664;nicht erkennbar;0,7;2,80;1,8;;7,20;9XP5+GRP Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;82;ThyssenKrupp AG;334;Schuir;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar ;Schuir;8;14;9.288;nicht genannt;93559;664;nicht erkennbar;0,7;6.501,60;1,8;;16.718,40;Im Riek 64, 45133 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;82;ThyssenKrupp AG;334;Schuir;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar ;Schuir;15;79;8.245;nicht genannt;93559;664;nicht erkennbar;0,7;5.771,50;1,8;;14.841,00;9XP4+HJ5 Essen;;;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;82;ThyssenKrupp AG;334;Schuir;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar ;Schuir;15;80;4.450;nicht genannt;93919;962;nicht erkennbar;0,7;3.115,00;1,8;;8.010,00;Im Riek 77, 45133 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;82;ThyssenKrupp AG;334;Schuir;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar ;Schuir;15;81;2.941;nicht genannt;93559;664;nicht erkennbar;0,7;2.058,70;1,8;;5.293,80;9XP5+HCM Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;82;ThyssenKrupp AG;1318;Stoppenberg ;Hoesch AG;ThyssenKrupp AG;nicht erkennbar ;Stoppenberg;5;30;3.714;nicht genannt;93552;658;nicht erkennbar;240;891.360,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2QG+8G7 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;82;ThyssenKrupp AG;1318;Stoppenberg ;Hoesch AG;ThyssenKrupp AG;nicht erkennbar ;Stoppenberg;5;31;1.287;nicht genannt;93552;658;nicht erkennbar;240;308.880,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2QG+8MQ Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;82;ThyssenKrupp AG;1318;Stoppenberg ;Hoesch AG;ThyssenKrupp AG;nicht erkennbar ;Stoppenberg;5;32;1.260;nicht genannt;93552;658;nicht erkennbar;240;302.400,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2QG+9WF Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;83;ThyssenKrupp AG;1318;Stoppenberg ;Hoesch AG;ThyssenKrupp AG;nicht erkennbar ;Stoppenberg;5;33;1.683;nicht genannt;93552;658;nicht zutreffend ;240;403.920,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2QG+6WF Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;83;ThyssenKrupp AG;1318;Stoppenberg ;Hoesch AG;ThyssenKrupp AG;nicht erkennbar ;Stoppenberg;3;207;2.457;nicht genannt;93552;659;nicht zutreffend ;0,7;1.719,90;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2QF+FH5 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;83;ThyssenKrupp AG;1318;Stoppenberg ;Hoesch AG;ThyssenKrupp AG;nicht erkennbar ;Stoppenberg;3;217;990;nicht genannt;93552;659;nicht zutreffend ;0,7;693,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2QG+H58 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;83;ThyssenKrupp AG;1318;Stoppenberg ;Hoesch AG;ThyssenKrupp AG;nicht erkennbar ;Stoppenberg;3;221;1.491;nicht genannt;93552;659;nicht zutreffend ;0,7;1.043,70;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2QF+GR5 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;83;ThyssenKrupp AG;1318;Stoppenberg ;Hoesch AG;ThyssenKrupp AG;nicht erkennbar ;Stoppenberg;3;226;34;nicht genannt;93552;659;nicht zutreffend ;0,7;23,80;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2QG+PF6 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;83;ThyssenKrupp AG;1318;Stoppenberg ;Hoesch AG;ThyssenKrupp AG;nicht erkennbar ;Stoppenberg;3;227;1.207;nicht genannt;93552;659;nicht zutreffend ;0,7;844,90;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2QG+J93 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;83;ThyssenKrupp AG;1318;Stoppenberg ;Hoesch AG;ThyssenKrupp AG;nicht erkennbar ;Stoppenberg;5;473;2.507;nicht genannt;93552;658;nicht zutreffend ;240;601.680,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2QF+3XX Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;83;ThyssenKrupp AG;1706;Werden;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar ;Werden ;9;274;690;nicht genannt;93653;1136;nicht zutreffend ;0,7;483,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;92W7+V25 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;83;ThyssenKrupp AG;1706;Werden;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar ;Werden ;9;275;257;nicht genannt;93653;1138;nicht zutreffend ;0,7;179,90;;Kein Ergebnis gefunden;0,00;92W7+Q32 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;84;ThyssenKrupp AG;1706;Werden;ThyssenKrupp AG;ThyssenKrupp AG;37;Werden ;9;276;5.630;nicht genannt;93653;1136;nicht erkennbar;0,7;3.941,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;92W7+J3W Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;84;ThyssenKrupp AG;1706;Werden;ThyssenKrupp AG;ThyssenKrupp AG;96;Werden ;8;107;2.218;nicht genannt;93653;1136;nicht erkennbar;0,7;1.552,60;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;92X6+MMH Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;84;ThyssenKrupp AG;1706;Werden;ThyssenKrupp AG;ThyssenKrupp AG;101;Werden ;8;112;904;nicht genannt;93653;1137;nicht erkennbar;0,7;632,80;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;92X6+7QM Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;84;ThyssenKrupp AG;1706;Werden;ThyssenKrupp AG;ThyssenKrupp AG;104;Werden ;8;123;4.333;nicht genannt;93653;1137;nicht erkennbar;0,7;3.033,10;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;92W6+RVX Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;84;ThyssenKrupp AG;2620;Werden;ThyssenKrupp AG;ThyssenKrupp AG;1;Werden ;24;297;1.150;nicht genannt;93919;960;nicht erkennbar;440;506.000,00;;1,8,(Forstwirtschaft) ;0,00;9XJP+W5C Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;85;ThyssenKrupp AG;2641;Werden;ThyssenKrupp AG;ThyssenKrupp AG;1;Werden ;24;298;438;nicht genannt;93919;960;nicht erkennbar;440;192.720,00;330;;144.540,00;9XJP+W49 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;85;ThyssenKrupp AG;2641;Werden;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar ;Werden ;24;325;17;nicht genannt;93919;960;nicht zutreffend ;440;7.480,00;330;;5.610,00;9XJM+VQ7 Essen;3. Garage von rechts;Erbbaurecht Wohnen und Gewerbe ;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;85;ThyssenKrupp AG;2641;Werden;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar ;Werden ;24;328;851;nicht genannt;93919;960;1/15;440;374.440,00;;1,8,(Forstwirtschaft) ;0,00;9XJM+RM7 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;85;ThyssenKrupp AG;2642;Werden;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;nicht erkennbar ;Werden ;24;299;293;nicht genannt;93919;960;nicht zutreffend ;440;128.920,00;330;;96.690,00;Ruhrtalstraße 66a, 45239 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;85;ThyssenKrupp AG;2642;Werden;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;nicht erkennbar ;Werden ;24;323;17;nicht genannt;93919;960;nicht zutreffend ;440;7.480,00;330;;5.610,00;9XJM+VP4 Essen;;Erbbaurecht Wohnen und Gewerbe ;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;85;ThyssenKrupp AG;2642;Werden;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;nicht erkennbar ;Werden ;24;328;851;nicht genannt;93919;960;1/15;440;374.440,00;;1,8,(Forstwirtschaft) ;0,00;9XJM+QHM Essen;5. Garage von rechts;Erbbaurecht Wohnen und Gewerbe ;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;85;ThyssenKrupp AG;2643;Werden;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;1;Werden ;24;300;294;nicht genannt;93919;960;nicht zutreffend ;440;129.360,00;330;;97.020,00;9XJP+V3J Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;86;ThyssenKrupp AG;2643;Werden;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;2;Werden ;24;321;17;nicht genannt;93919;960;nicht erkennbar;440;7.480,00;330;;5.610,00;9XJM+RMV Essen;7. Garage von rechts;Erbbaurecht Wohnen und Gewerbe ;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;86;ThyssenKrupp AG;2643;Werden;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;3;Werden ;24;328;851;nicht genannt;93919;960;nicht erkennbar;440;374.440,00;;1,8,(Forstwirtschaft) ;0,00;9XJM+QHM Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;86;ThyssenKrupp AG;2644;Werden;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;1;Werden ;24;301;296;nicht genannt;93919;960;nicht erkennbar;440;130.240,00;330;;97.680,00;Ruhrtalstraße 66d, 45239 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;86;ThyssenKrupp AG;2644;Werden;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;2;Werden ;24;319;17;nicht genannt;93919;960;nicht erkennbar;440;7.480,00;330;;5.610,00;9XJM+RJP Essen;9. Garage von rechts;Erbbaurecht Wohnen und Gewerbe ;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;86;ThyssenKrupp AG;2644;Werden;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;3;Werden ;24;328;851;nicht genannt;93919;960;nicht erkennbar;440;374.440,00;;1,8,(Forstwirtschaft) ;0,00;9XJM+QHM Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.1(a)(i);500.000,00;86;ThyssenKrupp AG;2645;Werden;Fried. Krupp AG Hoesch-Krupp;ThyssenKrupp AG;1;Werden ;24;302;297;nicht genannt;93919;960;nicht erkennbar;440;130.680,00;330;;98.010,00;Ruhrtalstraße 68b, 45239 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
