Grundbuchamt/ Ort ;Anlage;Kaufpreis;Seite;Verkäufer:;Grundbuchblatt;Bezirk ;Eigentümer ;Rechtsnachfolger ;Ifd. Nummer ;Gemarkung;Flur ;Flurstück;Katastergröße (m^2);ca. Verkaufsgröße (m^2);WE - Nr.;SU - Nr.;falls zutreffend: Anteil;Bodenrichtwert 2024 (€/m^2);unknown_value;Bodenrichtwert 2016 ;Amnmerkungen Bodenrichtwert 2016 ;Grundstückspreise auf basis Bodenrichtwerte 2016;Adressen;comment;Nutzung laut Thelen ;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;82;Geisweid;14;23;1.471;nicht genannt;87501;181;nicht zutreffend;60;88.260,00;60;;88.260,00;W2CC+JG6 Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;83;Geisweid;14;24;1.447;nicht genannt;87501;181;nicht zutreffend;60;86.820,00;60;;86.820,00;W2CC+HHR Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;84;Geisweid;14;25;825;nicht genannt;87501;181;nicht zutreffend;0,8;660,00;0,5;;412,50;W2CC+GHV Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;85;Geisweid;14;26;796;nicht genannt;87501;181;nicht zutreffend;0,8;636,80;0,5;;398,00;W2CC+FJV Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;87;Geisweid;14;33;508;nicht genannt;87501;181;nicht zutreffend;0,8;406,40;0,5;;254,00;W268+VQH Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;88;Geisweid;14;35;422;nicht genannt;87501;181;nicht zutreffend;60;25.320,00;60;;25.320,00;W268+RQQ Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;nicht erkennbar ;Niedersetzen;4;338;1.077;nicht genannt;87501;181;nicht zutreffend;60;64.620,00;60;;64.620,00;W2F8+RVC Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;nicht erkennbar ;Niedersetzen;4;353;34;nicht genannt;87501;181;nicht zutreffend;60;2.040,00;60;;2.040,00;W2F9+R6R Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;nicht erkennbar ;Niedersetzen;4;354;3.612;nicht genannt;87501;181;nicht zutreffend;60;216.720,00;60;;216.720,00;W2F8+QV6 Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;nicht erkennbar ;Niedersetzen;4;362;25;nicht genannt;87501;181;nicht zutreffend;60;1.500,00;60;;1.500,00;W2F8+Q9M Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;nicht erkennbar ;Niedersetzen;4;363;204;nicht genannt;87501;181;nicht zutreffend;60;12.240,00;60;;12.240,00;W2F8+Q88 Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;4;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;nicht erkennbar ;Niedersetzen;4;374;79;nicht genannt;87501;181;nicht zutreffend;60;4.740,00;60;;4.740,00;W2FC+7VQ Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;140;Niedersetzen;5;13;1.461;nicht genannt;87501;181;nicht zutreffend;0,8;1.168,80;0,5;;730,50;W2CF+8XV Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;141;Niedersetzen;5;14;1.244;nicht genannt;87501;181;nicht zutreffend;0,8;995,20;0,5;;622,00;W2CF+7XQ Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;142;Niedersetzen;5;15;1.096;nicht genannt;87501;181;nicht zutreffend;0,8;876,80;0,5;;548,00;W2CF+5XP Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;143;Niedersetzen;5;19;1.279;nicht genannt;87501;181;nicht zutreffend;60;76.740,00;60;;76.740,00;W2CG+982 Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;144;Niedersetzen;5;20;2.025;nicht genannt;87501;181;nicht zutreffend;60;121.500,00;60;;121.500,00;W2CG+85V Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;145;Niedersetzen;5;24;1.279;nicht genannt;87501;181;nicht zutreffend;60;76.740,00;60;;76.740,00;W2CG+MCC Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;146;Niedersetzen;5;30;502;nicht genannt;87501;181;nicht zutreffend;0,8;401,60;0,5;;251,00;W2CG+9HW Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;190;Geisweid;12;99;4.802;nicht genannt;87501;181;nicht zutreffend;60;288.120,00;60;;288.120,00;W258+9GC Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;192;Geisweid;12;110;2.550;nicht genannt;87501;181;nicht zutreffend;60;153.000,00;60;;153.000,00;W258+7RF Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;194;Geisweid;12;111;4.064;nicht genannt;87501;181;nicht zutreffend;60;243.840,00;60;;243.840,00;W268+4J9 Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;197;Geisweid;12;105;43.319;nicht genannt;87501;181;nicht zutreffend;60;2.599.140,00;60;;2.599.140,00;Obere Kaiserstraße, DEW Werksgelände Halle B30, 57078 Siegen-Geisweid;;Erbbaurecht Wohnen und Gewerbe;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;198;Geisweid;12;107;3.670;nicht genannt;87501;181;nicht zutreffend;60;220.200,00;60;;220.200,00;W288+J22 Siegen;;Erbbaurecht Wohnen und Gewerbe;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;5;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;199;Geisweid;12;86;25.558;nicht genannt;87501;181;nicht zutreffend;;0,00;;;0,00;;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;231;Weidenau;33;27;277;nicht genannt;87501;181;nicht zutreffend;60;16.620,00;60;;16.620,00;W258+594 Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;232;Weidenau;33;30;1.338;nicht genannt;87501;181;nicht zutreffend;60;80.280,00;60;;80.280,00;W258+85F Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;279;Weidenau;32;521;100;nicht genannt;87501;181;nicht zutreffend;80;8.000,00;80;;8.000,00;W248+W3C Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;280;Weidenau;32;530;764;nicht genannt;87501;181;nicht zutreffend;105;80.220,00;90;;68.760,00;W248+R4F Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;281;Weidenau;7;656;2.681;nicht genannt;87501;181;nicht zutreffend;;0,00;;;0,00;;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;282;Weidenau;14;87;139.319;nicht genannt;87501;181;nicht zutreffend;95;13.235.305,00;80;;11.145.520,00;Formerstraße 35, 57076 Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;283;Weidenau;22;440;145;nicht genannt;87501;181;nicht zutreffend;0,8;116,00;0,5;;72,50;W27C+8PW Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;293;Geisweid;10;346;2.294;nicht genannt;87501;181;nicht zutreffend;60;137.640,00;60;;137.640,00;W297+JQ6 Siegen;;Erbbaurecht Wohnen und Gewerbe;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;299;Geisweid;10;281;645;nicht genannt;87501;181;nicht zutreffend;60;38.700,00;60;;38.700,00;W297+8JF Siegen;;Erbbaurecht Wohnen und Gewerbe;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;300;Geisweid;12;96;186;nicht genannt;87501;181;nicht zutreffend;60;11.160,00;60;;11.160,00;W258+5QC Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;301;Geisweid;12;98;174;nicht genannt;87501;181;nicht zutreffend;60;10.440,00;60;;10.440,00;W258+5HQ Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;302;Geisweid;12;102;48;nicht genannt;87501;181;nicht zutreffend;60;2.880,00;60;;2.880,00;W267+9PF Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;6;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;303;Geisweid;12;112;98;nicht genannt;87501;181;nicht zutreffend;60;5.880,00;60;;5.880,00;W2C9+HJ8 Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;nicht erkennnbar;Geisweid;14;43;45.015;nicht genannt;87501;181;nicht zutreffend;0,8;36.012,00;0,5;;22.507,50;W26C+89M Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;308;Buschhütten;8;1101;292;nicht genannt;87501;181;nicht zutreffend;25;7.300,00;0,55;;160,60;W2F8+R7G Kreuztal;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;309;Buschhütten;8;1292;1;nicht genannt;87501;181;nicht zutreffend;50;50,00;50;;50,00;W2G8+G2V Kreuztal;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;310;Buschhütten;8;1300;231;nicht genannt;87501;181;nicht zutreffend;25;5.775,00;0,55;;127,05;W2G7+FXH Kreuztal;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;311;Weidenau;22;4;2.218;nicht genannt;87501;181;nicht zutreffend;0,8;1.774,40;0,5;;1.109,00;W26C+R7Q Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;312;Niedersetzen;5;11;162;nicht genannt;87501;181;nicht zutreffend;60;9.720,00;60;;9.720,00;W2CF+CVP Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;312;Niedersetzen;5;12;1.279;nicht genannt;87501;181;nicht zutreffend;60;76.740,00;60;;76.740,00;W2CF+FX3 Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;315;Geisweid;10;348;1.198;nicht genannt;87501;181;nicht zutreffend;60;71.880,00;60;;71.880,00;Ob. Kaiserstraße 6-8, 57078 Siegen;;Erbbaurecht Wohnen und Gewerbe;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;316;Geisweid;10;349;271;nicht genannt;87501;181;nicht zutreffend;60;16.260,00;60;;16.260,00;W297+7HF Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;317;Geisweid;10;350;435;nicht genannt;87501;181;nicht zutreffend;60;26.100,00;60;;26.100,00;W297+6G5 Siegen;;Erbbaurecht Wohnen und Gewerbe;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;318;Geisweid;14;68;31;nicht genannt;87501;181;nicht zutreffend;60;1.860,00;60;;1.860,00;W2C9+7FV Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;319;Weidenau;33;81;1.061;nicht genannt;87501;181;nicht zutreffend;60;63.660,00;60;;63.660,00;W258+82M Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;7;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;320;Weidenau;33;126;3.275;nicht genannt;87501;181;nicht zutreffend;60;196.500,00;60;;196.500,00;W258+56G Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;8;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;321;Geisweid;14;36;1.843;nicht genannt;87501;181;nicht zutreffend;60;110.580,00;60;;110.580,00;W268+GHQ Siegen;Grünfläche;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;8;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;322;Niedersetzen;4;376;419;nicht genannt;87501;181;nicht zutreffend;60;25.140,00;60;;25.140,00;W2FF+7PV Siegen;;;;;
Siegen ;Anlage 1.1.13(a)(i);keine Informationen;8;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;3210;Geisweid;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;ThyssenKrupp Immobilien Verwaltungs GmbH & Co. KG Krupp Hoesch Stahl ;323;Geisweid;10;345;162;nicht genannt;87501;181;nicht zutreffend;60;9.720,00;60;;9.720,00;W297+PJQ Siegen;;Erbbaurecht Wohnen und Gewerbe;;;
